肖申克的救赎, 弗兰克·德拉邦特 Frank Darabont,1994,9.7,2946375人评价
霸王别姬, 陈凯歌 Kaige Chen,1993,9.6,2176786人评价
阿甘正传, 罗伯特·泽米吉斯 Robert Zemeckis,1994,9.5,2195895人评价
泰坦尼克号, 詹姆斯·卡梅隆 James Cameron,1997,9.5,2229824人评价
这个杀手不太冷, 吕克·贝松 Luc Besson,1994,9.4,2327856人评价
千与千寻, 宫崎骏 Hayao Miyazaki,2001,9.4,2279672人评价
美丽人生, 罗伯托·贝尼尼 Roberto Benigni,1997,9.5,1346805人评价
星际穿越, 克里斯托弗·诺兰 Christopher Nolan,2014,9.4,1885685人评价
盗梦空间, 克里斯托弗·诺兰 Christopher Nolan,2010,9.4,2100120人评价
辛德勒的名单, 史蒂文·斯皮尔伯格 Steven Spielberg,1993,9.5,1137568人评价
楚门的世界, 彼得·威尔 Peter Weir,1998,9.4,1748359人评价
忠犬八公的故事, 莱塞·霍尔斯道姆 Lasse Hallström,2009,9.4,1417068人评价
海上钢琴师, 朱塞佩·托纳多雷 Giuseppe Tornatore,1998,9.3,1702804人评价
三傻大闹宝莱坞, 拉库马·希拉尼 Rajkumar Hirani,2009,9.2,1886163人评价
放牛班的春天, 克里斯托夫·巴拉蒂 Christophe Barratier,2004,9.3,1333431人评价
机器人总动员, 安德鲁·斯坦顿 Andrew Stanton,2008,9.3,1337364人评价
疯狂动物城, 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,2016,9.2,1977826人评价
无间道, 刘伟强 / 麦兆辉,2002,9.3,1389725人评价
控方证人, 比利·怀尔德 Billy Wilder,1957,9.6,579190人评价
大话西游之大圣娶亲, 刘镇伟 Jeffrey Lau,1995,9.2,1556549人评价
熔炉, 黄东赫 Dong-hyuk Hwang,2011,9.4,945345人评价
教父, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1972,9.3,985154人评价
触不可及, 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano,2011,9.3,1139091人评价
当幸福来敲门, 加布里尔·穆奇诺 Gabriele Muccino,2006,9.2,1542952人评价
末代皇帝, 贝纳尔多·贝托鲁奇 Bernardo Bertolucci,1987,9.3,904427人评价
肖申克的救赎, 弗兰克·德拉邦特 Frank Darabont,1994,9.7,2946375人评价
霸王别姬, 陈凯歌 Kaige Chen,1993,9.6,2176789人评价
阿甘正传, 罗伯特·泽米吉斯 Robert Zemeckis,1994,9.5,2195895人评价
泰坦尼克号, 詹姆斯·卡梅隆 James Cameron,1997,9.5,2229824人评价
这个杀手不太冷, 吕克·贝松 Luc Besson,1994,9.4,2327856人评价
千与千寻, 宫崎骏 Hayao Miyazaki,2001,9.4,2279672人评价
美丽人生, 罗伯托·贝尼尼 Roberto Benigni,1997,9.5,1346805人评价
星际穿越, 克里斯托弗·诺兰 Christopher Nolan,2014,9.4,1885685人评价
盗梦空间, 克里斯托弗·诺兰 Christopher Nolan,2010,9.4,2100120人评价
辛德勒的名单, 史蒂文·斯皮尔伯格 Steven Spielberg,1993,9.5,1137568人评价
楚门的世界, 彼得·威尔 Peter Weir,1998,9.4,1748359人评价
忠犬八公的故事, 莱塞·霍尔斯道姆 Lasse Hallström,2009,9.4,1417068人评价
海上钢琴师, 朱塞佩·托纳多雷 Giuseppe Tornatore,1998,9.3,1702804人评价
三傻大闹宝莱坞, 拉库马·希拉尼 Rajkumar Hirani,2009,9.2,1886163人评价
放牛班的春天, 克里斯托夫·巴拉蒂 Christophe Barratier,2004,9.3,1333431人评价
机器人总动员, 安德鲁·斯坦顿 Andrew Stanton,2008,9.3,1337364人评价
疯狂动物城, 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,2016,9.2,1977826人评价
无间道, 刘伟强 / 麦兆辉,2002,9.3,1389725人评价
控方证人, 比利·怀尔德 Billy Wilder,1957,9.6,579190人评价
大话西游之大圣娶亲, 刘镇伟 Jeffrey Lau,1995,9.2,1556549人评价
熔炉, 黄东赫 Dong-hyuk Hwang,2011,9.4,945345人评价
教父, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1972,9.3,985155人评价
触不可及, 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano,2011,9.3,1139091人评价
当幸福来敲门, 加布里尔·穆奇诺 Gabriele Muccino,2006,9.2,1542952人评价
末代皇帝, 贝纳尔多·贝托鲁奇 Bernardo Bertolucci,1987,9.3,904427人评价
肖申克的救赎, 弗兰克·德拉邦特 Frank Darabont,1994,9.7,2946375人评价
霸王别姬, 陈凯歌 Kaige Chen,1993,9.6,2176789人评价
阿甘正传, 罗伯特·泽米吉斯 Robert Zemeckis,1994,9.5,2195895人评价
泰坦尼克号, 詹姆斯·卡梅隆 James Cameron,1997,9.5,2229824人评价
这个杀手不太冷, 吕克·贝松 Luc Besson,1994,9.4,2327858人评价
千与千寻, 宫崎骏 Hayao Miyazaki,2001,9.4,2279672人评价
美丽人生, 罗伯托·贝尼尼 Roberto Benigni,1997,9.5,1346805人评价
星际穿越, 克里斯托弗·诺兰 Christopher Nolan,2014,9.4,1885687人评价
盗梦空间, 克里斯托弗·诺兰 Christopher Nolan,2010,9.4,2100122人评价
辛德勒的名单, 史蒂文·斯皮尔伯格 Steven Spielberg,1993,9.5,1137568人评价
楚门的世界, 彼得·威尔 Peter Weir,1998,9.4,1748359人评价
忠犬八公的故事, 莱塞·霍尔斯道姆 Lasse Hallström,2009,9.4,1417068人评价
海上钢琴师, 朱塞佩·托纳多雷 Giuseppe Tornatore,1998,9.3,1702804人评价
三傻大闹宝莱坞, 拉库马·希拉尼 Rajkumar Hirani,2009,9.2,1886163人评价
放牛班的春天, 克里斯托夫·巴拉蒂 Christophe Barratier,2004,9.3,1333431人评价
机器人总动员, 安德鲁·斯坦顿 Andrew Stanton,2008,9.3,1337364人评价
疯狂动物城, 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,2016,9.2,1977826人评价
无间道, 刘伟强 / 麦兆辉,2002,9.3,1389725人评价
控方证人, 比利·怀尔德 Billy Wilder,1957,9.6,579190人评价
大话西游之大圣娶亲, 刘镇伟 Jeffrey Lau,1995,9.2,1556549人评价
熔炉, 黄东赫 Dong-hyuk Hwang,2011,9.4,945345人评价
教父, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1972,9.3,985155人评价
触不可及, 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano,2011,9.3,1139091人评价
当幸福来敲门, 加布里尔·穆奇诺 Gabriele Muccino,2006,9.2,1542952人评价
末代皇帝, 贝纳尔多·贝托鲁奇 Bernardo Bertolucci,1987,9.3,904427人评价
肖申克的救赎, 弗兰克·德拉邦特 Frank Darabont,1994,9.7,2946375人评价
霸王别姬, 陈凯歌 Kaige Chen,1993,9.6,2176790人评价
阿甘正传, 罗伯特·泽米吉斯 Robert Zemeckis,1994,9.5,2195895人评价
泰坦尼克号, 詹姆斯·卡梅隆 James Cameron,1997,9.5,2229824人评价
这个杀手不太冷, 吕克·贝松 Luc Besson,1994,9.4,2327858人评价
千与千寻, 宫崎骏 Hayao Miyazaki,2001,9.4,2279672人评价
美丽人生, 罗伯托·贝尼尼 Roberto Benigni,1997,9.5,1346805人评价
星际穿越, 克里斯托弗·诺兰 Christopher Nolan,2014,9.4,1885687人评价
盗梦空间, 克里斯托弗·诺兰 Christopher Nolan,2010,9.4,2100122人评价
辛德勒的名单, 史蒂文·斯皮尔伯格 Steven Spielberg,1993,9.5,1137568人评价
楚门的世界, 彼得·威尔 Peter Weir,1998,9.4,1748359人评价
忠犬八公的故事, 莱塞·霍尔斯道姆 Lasse Hallström,2009,9.4,1417068人评价
海上钢琴师, 朱塞佩·托纳多雷 Giuseppe Tornatore,1998,9.3,1702804人评价
三傻大闹宝莱坞, 拉库马·希拉尼 Rajkumar Hirani,2009,9.2,1886163人评价
放牛班的春天, 克里斯托夫·巴拉蒂 Christophe Barratier,2004,9.3,1333431人评价
机器人总动员, 安德鲁·斯坦顿 Andrew Stanton,2008,9.3,1337364人评价
疯狂动物城, 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,2016,9.2,1977826人评价
无间道, 刘伟强 / 麦兆辉,2002,9.3,1389725人评价
控方证人, 比利·怀尔德 Billy Wilder,1957,9.6,579190人评价
大话西游之大圣娶亲, 刘镇伟 Jeffrey Lau,1995,9.2,1556549人评价
熔炉, 黄东赫 Dong-hyuk Hwang,2011,9.4,945345人评价
教父, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1972,9.3,985155人评价
触不可及, 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano,2011,9.3,1139091人评价
当幸福来敲门, 加布里尔·穆奇诺 Gabriele Muccino,2006,9.2,1542952人评价
末代皇帝, 贝纳尔多·贝托鲁奇 Bernardo Bertolucci,1987,9.3,904427人评价
寻梦环游记, 李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina,2017,9.1,1717509人评价
龙猫, 宫崎骏 Hayao Miyazaki,1988,9.2,1285967人评价
怦然心动, 罗伯·莱纳 Rob Reiner,2010,9.1,1862060人评价
活着, 张艺谋 Yimou Zhang,1994,9.3,862591人评价
哈利·波特与魔法石, Chris Columbus,2001,9.2,1217869人评价
蝙蝠侠：黑暗骑士, 克里斯托弗·诺兰 Christopher Nolan,2008,9.2,1079938人评价
指环王3：王者无敌, 彼得·杰克逊 Peter Jackson,2003,9.3,817379人评价
我不是药神, 文牧野 Muye Wen,2018,9.0,2138194人评价
乱世佳人, 维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor,1939,9.3,703520人评价
飞屋环游记, 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson,2009,9.1,1348237人评价
素媛, 李濬益 Jun-ik Lee,2013,9.3,698809人评价
哈尔的移动城堡, 宫崎骏 Hayao Miyazaki,2004,9.1,1045550人评价
十二怒汉, Sidney Lumet,1957,9.4,501344人评价
何以为家, 娜丁·拉巴基 Nadine Labaki,2018,9.1,1061615人评价
摔跤吧！爸爸, 涅提·蒂瓦里 Nitesh Tiwari,2016,9.0,1592299人评价
让子弹飞, 姜文 Wen Jiang,2010,9.0,1727516人评价
猫鼠游戏, 史蒂文·斯皮尔伯格 Steven Spielberg,2002,9.1,1049322人评价
天空之城, 宫崎骏 Hayao Miyazaki,1986,9.2,892293人评价
鬼子来了, 姜文 Wen Jiang,2000,9.3,637699人评价
少年派的奇幻漂流, 李安 Ang Lee,2012,9.1,1368216人评价
海蒂和爷爷, 阿兰·葛斯彭纳 Alain Gsponer,2015,9.3,635201人评价
钢琴家, 罗曼·波兰斯基 Roman Polanski,2002,9.3,655066人评价
大话西游之月光宝盒, 刘镇伟 Jeffrey Lau,1995,9.0,1239390人评价
指环王2：双塔奇兵, 彼得·杰克逊 Peter Jackson,2002,9.2,767017人评价
闻香识女人, 马丁·布莱斯 Martin Brest,1992,9.1,903998人评价
死亡诗社, 彼得·威尔 Peter Weir,1989,9.2,743930人评价
绿皮书, 彼得·法雷里 Peter Farrelly,2018,8.9,1679861人评价
罗马假日, 威廉·惠勒 William Wyler,1953,9.1,963470人评价
大闹天宫, 万籁鸣 Laiming Wan,1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆),9.4,447157人评价
天堂电影院, 朱塞佩·托纳多雷 Giuseppe Tornatore,1988,9.2,687432人评价
指环王1：护戒使者, 彼得·杰克逊 Peter Jackson,2001,9.1,861881人评价
黑客帝国, 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski,1999,9.1,851146人评价
教父2, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1974,9.3,563345人评价
狮子王, Roger Allers / 罗伯·明可夫 Rob Minkoff,1994,9.1,858268人评价
辩护人, 杨宇硕 Woo-seok Yang,2013,9.2,597034人评价
饮食男女, 李安 Ang Lee,1994,9.2,632712人评价
搏击俱乐部, 大卫·芬奇 David Fincher,1999,9.0,860354人评价
本杰明·巴顿奇事, 大卫·芬奇 David Fincher,2008,9.0,999851人评价
美丽心灵, 朗·霍华德 Ron Howard,2001,9.1,780705人评价
穿条纹睡衣的男孩, 马克·赫尔曼 Mark Herman,2008,9.2,576612人评价
窃听风暴, 弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck,2006,9.2,573328人评价
情书, 岩井俊二 Shunji Iwai,1995,8.9,1135102人评价
两杆大烟枪, 盖·里奇 Guy Ritchie,1998,9.1,603868人评价
西西里的美丽传说, 朱塞佩·托纳多雷 Giuseppe Tornatore,2000,8.9,990777人评价
音乐之声, 罗伯特·怀斯 Robert Wise,1965,9.1,612822人评价
看不见的客人, 奥里奥尔·保罗 Oriol Paulo,2016,8.8,1292263人评价
阿凡达, 詹姆斯·卡梅隆 James Cameron,2009,8.8,1442280人评价
拯救大兵瑞恩, 史蒂文·斯皮尔伯格 Steven Spielberg,1998,9.1,657488人评价
哈利·波特与死亡圣器(下), 大卫·叶茨 David Yates,2011,9.0,848172人评价
飞越疯人院, 米洛斯·福尔曼 Miloš Forman,1975,9.1,554667人评价
小鞋子, 马基德·马基迪 Majid Majidi,1997,9.2,417976人评价
沉默的羔羊, 乔纳森·戴米 Jonathan Demme,1991,8.9,905829人评价
布达佩斯大饭店, 韦斯·安德森 Wes Anderson,2014,8.9,956920人评价
功夫, 周星驰 Stephen Chow,2004,8.8,1158572人评价
禁闭岛, Martin Scorsese,2010,8.9,995587人评价
蝴蝶效应, 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber,2004,8.9,954516人评价
致命魔术, 克里斯托弗·诺兰 Christopher Nolan,2006,8.9,875447人评价
哈利·波特与阿兹卡班的囚徒, Alfonso Cuarón,2004,8.9,748626人评价
心灵捕手, 格斯·范·桑特 Gus Van Sant,1997,8.9,727277人评价
超脱, 托尼·凯耶 Tony Kaye,2011,9.0,617294人评价
海豚湾, 路易·西霍尤斯 Louie Psihoyos,2009,9.3,360870人评价
低俗小说, 昆汀·塔伦蒂诺 Quentin Tarantino,1994,8.9,849300人评价
春光乍泄, 王家卫 Kar Wai Wong,1997,9.0,642490人评价
摩登时代, 查理·卓别林 Charles Chaplin,1936,9.3,307210人评价
美国往事, 赛尔乔·莱翁内 Sergio Leone,1984,9.2,418956人评价
喜剧之王, 周星驰 Stephen Chow / 李力持 Lik-Chi Lee,1999,8.8,985857人评价
致命ID, 詹姆斯·曼高德 James Mangold,2003,8.9,841083人评价
杀人回忆, 奉俊昊 Joon-ho Bong,2003,8.9,729913人评价
七宗罪, 大卫·芬奇 David Fincher,1995,8.8,956476人评价
红辣椒, 今敏 Satoshi Kon,2006,9.1,477003人评价
加勒比海盗, 戈尔·维宾斯基 Gore Verbinski,2003,8.8,873251人评价
哈利·波特与密室, Chris Columbus,2002,8.9,775849人评价
一一, 杨德昌 Edward Yang,2000,9.1,404705人评价
狩猎, 托马斯·温特伯格 Thomas Vinterberg,2012,9.1,400297人评价
唐伯虎点秋香, 李力持 Lik-Chi Lee,1993,8.7,1098492人评价
7号房的礼物, 李焕庆 Hwan-kyeong Lee,2013,8.9,566302人评价
被嫌弃的松子的一生, 中岛哲也 Tetsuya Nakashima,2006,8.9,712573人评价
请以你的名字呼唤我, 卢卡·瓜达尼诺 Luca Guadagnino,2017,8.8,734883人评价
蝙蝠侠：黑暗骑士崛起, 克里斯托弗·诺兰 Christopher Nolan,2012,8.8,735210人评价
爱在黎明破晓前, 理查德·林克莱特 Richard Linklater,1995,8.8,697537人评价
断背山, 李安 Ang Lee,2005,8.8,716005人评价
剪刀手爱德华, 蒂姆·波顿 Tim Burton,1990,8.7,1047008人评价
入殓师, 泷田洋二郎 Yôjirô Takita,2008,8.9,678078人评价
第六感, M·奈特·沙马兰 M. Night Shyamalan,1999,8.9,565710人评价
重庆森林, 王家卫 Kar Wai Wong,1994,8.8,825112人评价
勇敢的心, 梅尔·吉布森 Mel Gibson,1995,8.9,564530人评价
超能陆战队, 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams,2014,8.7,1032005人评价
甜蜜蜜, 陈可辛 Peter Chan,1996,8.9,567814人评价
幽灵公主, 宫崎骏 Hayao Miyazaki,1997,8.9,532577人评价
爱在日落黄昏时, 理查德·林克莱特 Richard Linklater,2004,8.9,573161人评价
菊次郎的夏天, 北野武 Takeshi Kitano,1999,8.9,605798人评价
借东西的小人阿莉埃蒂, 米林宏昌 Hiromasa Yonebayashi,2010,8.9,563306人评价
消失的爱人, 大卫·芬奇 David Fincher,2014,8.7,971598人评价
寄生虫, 奉俊昊 Joon-ho Bong,2019,8.8,1392034人评价
阳光灿烂的日子, 姜文 Wen Jiang,1994,8.8,623681人评价
天使爱美丽, 让-皮埃尔·热内 Jean-Pierre Jeunet,2001,8.7,962953人评价
完美的世界, 克林特·伊斯特伍德 Clint Eastwood,1993,9.1,320814人评价
小森林 夏秋篇, 森淳一 Junichi Mori,2014,9.0,431961人评价
倩女幽魂, 程小东 Siu-Tung Ching,1987,8.8,749008人评价
无人知晓, 是枝裕和 Hirokazu Koreeda,2004,9.1,324802人评价
时空恋旅人, 理查德·柯蒂斯 Richard Curtis,2013,8.8,688427人评价
侧耳倾听, 近藤喜文 Yoshifumi Kondo,1995,8.9,470579人评价
未麻的部屋, 今敏 Satoshi Kon,1997,9.1,345612人评价
幸福终点站, 史蒂文·斯皮尔伯格 Steven Spielberg,2004,8.8,580985人评价
哈利·波特与火焰杯, 迈克·内威尔 Mike Newell,2005,8.8,676925人评价
驯龙高手, 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders,2010,8.8,767976人评价
小森林 冬春篇, 森淳一 Junichi Mori,2015,9.0,384553人评价
一个叫欧维的男人决定去死, 汉内斯·赫尔姆 Hannes Holm,2015,8.9,493891人评价
教父3, 弗朗西斯·福特·科波拉 Francis Ford Coppola,1990,9.0,381575人评价
怪兽电力公司, 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,2001,8.8,685691人评价
傲慢与偏见, 乔·怀特 Joe Wright,2005,8.7,816190人评价
玩具总动员3, 李·昂克里奇 Lee Unkrich,2010,8.9,527686人评价
萤火之森, 大森贵弘 Takahiro Omori,2011,8.9,549161人评价
新世界, 朴勋政 Hoon-jung Park,2013,8.9,448027人评价
釜山行, 延尚昊 Sang-ho Yeon,2016,8.6,1218385人评价
被解救的姜戈, 昆汀·塔伦蒂诺 Quentin Tarantino,2012,8.8,619233人评价
神偷奶爸, 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,2010,8.7,960596人评价
茶馆, 谢添 Tian Xie,1982(中国大陆),9.6,154016人评价
告白, 中岛哲也 Tetsuya Nakashima,2010,8.8,680209人评价
玛丽和马克思, 亚当·艾略特 Adam Elliot,2009,9.0,425729人评价
哪吒闹海, 王树忱 Shuchen Wang / 严定宪 Dingxian Yan,1979,9.2,264613人评价
大鱼, 蒂姆·波顿 Tim Burton,2003,8.8,575696人评价
九品芝麻官, 王晶 Jing Wong,1994,8.7,694654人评价
色，戒, 李安 Ang Lee,2007,8.7,828415人评价
喜宴, 李安 Ang Lee,1993,9.0,370918人评价
模仿游戏, 莫滕·泰杜姆 Morten Tyldum,2014,8.8,657908人评价
头号玩家, 史蒂文·斯皮尔伯格 Steven Spielberg,2018,8.7,1387409人评价
射雕英雄传之东成西就, 刘镇伟 Jeffrey Lau,1993,8.7,647523人评价
花样年华, 王家卫 Kar Wai Wong,2000,8.8,620140人评价
我是山姆, 杰茜·尼尔森 Jessie Nelson,2001,9.0,343521人评价
阳光姐妹淘, 姜炯哲 Hyeong-Cheol Kang,2011,8.8,596299人评价
头脑特工队, 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen,2015,8.8,627419人评价
七武士, 黑泽明 Akira Kurosawa,1954,9.3,202069人评价
血战钢锯岭, 梅尔·吉布森 Mel Gibson,2016,8.7,792717人评价
恐怖直播, 金秉祐 Byeong-woo Kim,2013,8.7,662050人评价
惊魂记, 阿尔弗雷德·希区柯克 Alfred Hitchcock,1960,9.0,302709人评价
黑客帝国3：矩阵革命, 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2003,8.8,453478人评价
你的名字。, 新海诚 Makoto Shinkai,2016,8.5,1430337人评价
电锯惊魂, 詹姆斯·温 James Wan,2004,8.7,544634人评价
三块广告牌, 马丁·麦克唐纳 Martin McDonagh,2017,8.7,831867人评价
达拉斯买家俱乐部, 让-马克·瓦雷 Jean-Marc Vallée,2013,8.8,459291人评价
疯狂原始人, 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,2013,8.7,850151人评价
心迷宫, 忻钰坤 Yukun Xin,2014,8.7,532453人评价
谍影重重3, 保罗·格林格拉斯 Paul Greengrass,2007,8.8,425198人评价
英雄本色, 吴宇森 John Woo,1986,8.6,550185人评价
上帝之城, 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund,2002,9.0,305164人评价
风之谷, 宫崎骏 Hayao Miyazaki,1984,8.9,359175人评价
纵横四海, 吴宇森 John Woo,1991,8.8,432756人评价
卢旺达饭店, 特瑞·乔治 Terry George,2004,8.9,335179人评价
海街日记, 是枝裕和 Hirokazu Koreeda,2015,8.8,456947人评价
爱在午夜降临前, 理查德·林克莱特 Richard Linklater,2013,8.9,411421人评价
绿里奇迹, 弗兰克·德拉邦特 Frank Darabont,1999,8.9,337215人评价
小丑, 托德·菲利普斯 Todd Phillips,2019,8.7,1022488人评价
记忆碎片, 克里斯托弗·诺兰 Christopher Nolan,2000,8.7,613134人评价
疯狂的石头, 宁浩 Hao Ning,2006,8.6,835888人评价
背靠背，脸对脸, 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,1994,9.5,138917人评价
雨中曲, 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,1952,9.1,231024人评价
岁月神偷, 罗启锐 Alex Law,2010,8.7,579628人评价
2001太空漫游, 斯坦利·库布里克 Stanley Kubrick,1968,8.9,338070人评价
心灵奇旅, 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,2020,8.7,1000085人评价
忠犬八公物语, 神山征二郎 Seijirô Kôyama,1987,9.2,198915人评价
无间道2, 刘伟强 / 麦兆辉,2003,8.7,489138人评价
荒蛮故事, 达米安·斯兹弗隆 Damián Szifron,2014,8.8,450377人评价
小偷家族, 是枝裕和 Hirokazu Koreeda,2018,8.7,822016人评价
无敌破坏王, 瑞奇·莫尔 Rich Moore,2012,8.7,549358人评价
爆裂鼓手, 达米恩·查泽雷 Damien Chazelle,2014,8.7,597945人评价
冰川时代, 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,2002,8.6,624966人评价
恐怖游轮, 克里斯托弗·史密斯 Christopher Smith,2009,8.5,880106人评价
贫民窟的百万富翁, 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,2008,8.6,754134人评价
牯岭街少年杀人事件, 杨德昌 Edward Yang,1991,8.9,307870人评价
东邪西毒, 王家卫 Kar Wai Wong,1994,8.6,584183人评价
魔女宅急便, 宫崎骏 Hayao Miyazaki,1989,8.7,467392人评价
遗愿清单, 罗伯·莱纳 Rob Reiner,2007,8.7,471448人评价
东京教父, 今敏 Satoshi Kon,2003,9.0,236926人评价
大佛普拉斯, 黄信尧 Hsin-yao Huang,2017,8.7,469562人评价
你看起来好像很好吃, 藤森雅也 Masaya Fujimori,2010,8.9,338307人评价
真爱至上, 理查德·柯蒂斯 Richard Curtis,2003,8.6,739760人评价
可可西里, 陆川 Chuan Lu,2004,8.9,308506人评价
黑天鹅, 达伦·阿罗诺夫斯基 Darren Aronofsky,2010,8.6,788391人评价
城市之光, Charles Chaplin,1931,9.3,150005人评价
源代码, 邓肯·琼斯 Duncan Jones,2011,8.5,846385人评价
海边的曼彻斯特, 肯尼斯·罗纳根 Kenneth Lonergan,2016,8.6,555116人评价
雨人, 巴瑞·莱文森 Barry Levinson,1988,8.7,409329人评价
波西米亚狂想曲, 布莱恩·辛格 Bryan Singer,2018,8.6,615717人评价
